Experience,Salary,Industry
7.49080237694725,83655.54240776604,Tech
19.01428612819832,126913.98591874313,Tech
14.639878836228101,107981.2739329712,Tech
11.973169683940732,96387.16025781647,Tech
3.1203728088487304,55088.881283557785,Tech
3.119890406724053,58880.34058492267,Tech
1.1616722433639892,52343.495118657025,Tech
17.323522915498703,124579.7027930894,Tech
12.022300234864176,99807.292387299,Tech
14.161451555920909,97830.60544686997,Tech
0.41168988591604894,53267.179390638164,Tech
19.398197043239886,125667.37677087796,Tech
16.648852816008436,113210.80126250394,Tech
4.246782213565523,70045.51029846643,Tech
3.6364993441420124,69700.9949890478,Tech
3.6680901970686763,69328.7613838557,Tech
6.0848448591907545,70143.29182064983,Tech
10.495128632644757,90434.45265132296,Tech
8.638900372842315,86211.91864838707,Tech
5.824582803960839,78176.05685145516,Tech
12.23705789444759,96552.3603885639,Tech
2.7898772130408367,60231.21396884426,Tech
5.842892970704363,67839.89701278732,Tech
7.327236865873834,73327.91434309198,Tech
9.12139968434072,90548.22784933388,Tech
15.703519227860273,119595.2770542952,Tech
3.9934756431671947,65613.85196476712,Tech
10.284688768272233,96156.41956254904,Tech
11.84829137724085,99201.34563420157,Tech
0.9290082543999545,50490.43424457419,Tech
12.150897038028766,100410.56617965712,Tech
3.4104824737458306,71332.11272731317,Tech
1.3010318597055903,55024.997243272606,Tech
18.977710745066666,133734.06125933668,Tech
19.312640661491187,114151.83712551603,Tech
16.16794696232922,118781.300371193,Tech
6.092275383467413,74804.33687506052,Tech
1.9534422801276774,56318.73236818137,Tech
13.684660530243137,105197.44600365007,Tech
8.803049874792027,75274.35492616365,Tech
2.4407646968955765,58664.699348394744,Tech
9.903538202225404,91399.71566646035,Tech
0.6877704223043679,60140.55191292505,Tech
18.186408041575643,120154.28107493433,Tech
5.175599632000338,66659.93051353542,Tech
13.25044568707964,100492.99753039589,Tech
6.2342215217882195,79513.89667566324,Tech
10.401360423556216,93249.19724252328,Tech
10.934205586865593,91088.02132862719,Tech
3.697089110510541,67354.69360760895,Tech
17.851179969799556,76001.31403486204,Education
10.786844838313014,60063.262714277436,Education
16.14880310328125,67645.6159133641,Education
17.921825998469863,76049.34092135781,Education
6.3600694994372775,49533.22785769624,Education
2.201038490553535,45822.854273012614,Education
4.558703250838834,46359.133798976254,Education
8.542155772525126,61734.11476010287,Education
16.36029531844986,70370.83075989102,Education
17.214611665126867,73463.03878163671,Education
0.13904261062381407,42718.63687335664,Education
10.214946051551316,56737.29915380076,Education
8.34822006297558,57378.81992976355,Education
4.442156209414605,52805.7406816765,Education
2.397307346673656,39972.16498966363,Education
6.752303428072559,54058.50843174203,Education
18.858194078250385,78496.03653924604,Education
6.464058640415105,55273.58589616214,Education
10.375812434867322,57040.7727371004,Education
14.060379177903556,64159.388516554274,Education
7.27259204758588,56111.008792022454,Education
19.435641654419214,79762.23732853799,Education
19.248945898842223,79249.37034872208,Education
5.035645916507283,51110.63646150549,Education
9.94497011784771,57849.86607095995,Education
6.017566196335393,52731.89348415379,Education
5.696809887549352,52272.83719499475,Education
0.7377389470906559,39332.423640102206,Education
12.191286679597937,69979.89689263015,Education
10.05358046457723,61528.65969188982,Education
1.029575024999787,38485.23955839163,Education
5.572929284732229,53115.51939536595,Education
18.165317719333075,73406.59042798419,Education
4.791237813339448,51943.72943790625,Education
2.897897441824462,49271.58162067113,Education
9.78905520555126,57116.063456047385,Education
19.713009082212015,82316.14655215699,Education
4.841105430230009,50920.553641269515,Education
13.442710948117572,69351.60237621861,Education
15.23239230657435,76155.16356111054,Education
4.752750879847993,48769.337411687375,Education
14.564326972237192,66867.44545140192,Education
7.355662654385064,52042.78201989356,Education
12.646116611871589,62844.80236884686,Education
12.670594215217895,65109.88330219348,Education
10.71549368149517,62454.44328744028,Education
1.805795401088166,44441.66320016639,Education
16.70604991178476,75893.6495706776,Education
6.415601299434717,52870.20827450316,Education
3.7303702079970846,51821.34264746612,Education
